user_id,key,event_type,timestamp
gayatri,t,down,1761665482.797957
gayatri,h,down,1761665482.8798835
gayatri,t,up,1761665482.9470472
gayatri,e,down,1761665482.9891398
gayatri,h,up,1761665483.0246987
gayatri,s,down,1761665483.1505587
gayatri,e,up,1761665483.1541615
gayatri,e,down,1761665483.2498658
gayatri,s,up,1761665483.3940015
gayatri,e,up,1761665483.469792
gayatri,Key.space,down,1761665483.485846
gayatri,t,down,1761665483.5672154
gayatri,Key.space,up,1761665483.6081002
gayatri,h,down,1761665483.6566303
gayatri,t,up,1761665483.7117882
gayatri,h,up,1761665483.7726707
gayatri,o,down,1761665483.8563004
gayatri,s,down,1761665483.9054263
gayatri,e,down,1761665483.9722414
gayatri,o,up,1761665484.0029135
gayatri,Key.space,down,1761665484.071023
gayatri,s,up,1761665484.1116347
gayatri,e,up,1761665484.1597228
gayatri,Key.space,up,1761665484.2150326
gayatri,r,down,1761665484.2340155
gayatri,a,down,1761665484.3612838
gayatri,r,up,1761665484.373888
gayatri,e,down,1761665484.4228444
gayatri,l,down,1761665484.5156882
gayatri,e,up,1761665484.5895298
gayatri,Key.space,down,1761665484.6102507
gayatri,a,up,1761665484.6438503
gayatri,l,up,1761665484.6451633
gayatri,Key.space,up,1761665484.745713
gayatri,n,down,1761665484.7539365
gayatri,e,down,1761665484.825106
gayatri,n,up,1761665484.876138
gayatri,w,down,1761665484.9012892
gayatri,Key.space,down,1761665485.0011292
gayatri,e,up,1761665485.0118656
gayatri,w,up,1761665485.0581508
gayatri,Key.space,up,1761665485.116324
gayatri,m,down,1761665485.1610441
gayatri,m,up,1761665485.306211
gayatri,u,down,1761665485.3723848
gayatri,s,down,1761665485.4652777
gayatri,u,up,1761665485.515666
gayatri,t,down,1761665485.5537307
gayatri,s,up,1761665485.678113
gayatri,t,up,1761665485.7308788
gayatri,Key.space,down,1761665486.1203926
gayatri,Key.space,up,1761665486.2380345
gayatri,p,down,1761665486.3051336
gayatri,r,down,1761665486.3429713
gayatri,e,down,1761665486.4302855
gayatri,p,up,1761665486.436954
gayatri,r,up,1761665486.5303702
gayatri,e,up,1761665486.543689
gayatri,s,down,1761665486.570174
gayatri,e,down,1761665486.698545
gayatri,n,down,1761665486.780447
gayatri,s,up,1761665486.786388
gayatri,e,up,1761665486.8762317
gayatri,n,up,1761665486.894049
gayatri,t,down,1761665486.9245987
gayatri,t,up,1761665487.0895488
gayatri,Key.space,down,1761665487.1042583
gayatri,Key.space,up,1761665487.2331884
gayatri,s,down,1761665487.2783208
gayatri,m,down,1761665487.397874
gayatri,s,up,1761665487.4200425
gayatri,a,down,1761665487.5024579
gayatri,m,up,1761665487.5277915
gayatri,l,down,1761665487.618045
gayatri,a,up,1761665487.647888
gayatri,l,up,1761665487.7326539
gayatri,l,down,1761665487.7763567
gayatri,Key.space,down,1761665487.8509314
gayatri,l,up,1761665487.8906565
gayatri,h,down,1761665487.940298
gayatri,Key.space,up,1761665487.9740224
gayatri,o,down,1761665488.0126019
gayatri,h,up,1761665488.0911238
gayatri,o,up,1761665488.1455088
gayatri,u,down,1761665488.22339
gayatri,s,down,1761665488.2670162
gayatri,u,up,1761665488.3607688
gayatri,e,down,1761665488.3711903
gayatri,s,up,1761665488.5055745
gayatri,Key.space,down,1761665488.5370734
gayatri,e,up,1761665488.563932
gayatri,Key.space,up,1761665488.6801507
gayatri,p,down,1761665488.9441862
gayatri,p,up,1761665489.066134
gayatri,l,down,1761665489.1428657
gayatri,a,down,1761665489.2098083
gayatri,l,up,1761665489.2820275
gayatri,c,down,1761665489.320955
gayatri,a,up,1761665489.4208827
gayatri,e,down,1761665489.473733
gayatri,Key.space,down,1761665489.5778117
gayatri,c,up,1761665489.5806253
gayatri,e,up,1761665489.6291316
gayatri,i,down,1761665489.6887748
gayatri,Key.space,up,1761665489.6991117
gayatri,i,up,1761665489.844789
gayatri,f,down,1761665489.848166
gayatri,Key.space,down,1761665489.996895
